CustomerKey,CustomerName,Segment,Industry,RegionKey,RegionName,Country,City,CustomerSince,Status
2117,Customer 2117,Mid-Market,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2022-06-18,Active
2118,Customer 2118,Small Business,Retail,4,Saudi West,Saudi Arabia,Jeddah,2023-07-19,Active
2119,Customer 2119,Consumer,Hospitality,2,UAE South,UAE,Abu Dhabi,2024-08-20,Dormant
2120,Customer 2120,Mid-Market,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2017-09-21,Active
2121,Customer 2121,Small Business,Education,1,UAE North,UAE,Dubai,2018-10-22,Active
2122,Customer 2122,Small Business,Education,7,Bahrain,Bahrain,Manama,2019-11-23,Active
2123,Customer 2123,Enterprise,Education,1,UAE North,UAE,Dubai,2020-12-24,Dormant
2124,Customer 2124,Small Business,Retail,1,UAE North,UAE,Dubai,2021-01-25,Dormant
2125,Customer 2125,Small Business,Financial Services,7,Bahrain,Bahrain,Manama,2022-02-01,Dormant
2126,Customer 2126,Mid-Market,Government,9,India West,India,Mumbai,2023-03-02,Active
2127,Customer 2127,Consumer,Construction,10,India South,India,Bengaluru,2024-04-03,Active
2128,Customer 2128,Mid-Market,Retail,4,Saudi West,Saudi Arabia,Jeddah,2017-05-04,Active
2129,Customer 2129,Enterprise,Retail,4,Saudi West,Saudi Arabia,Jeddah,2018-06-05,Active
2130,Customer 2130,Consumer,Retail,7,Bahrain,Bahrain,Manama,2019-07-06,Active
2131,Customer 2131,Consumer,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2020-08-07,Active
2132,Customer 2132,Small Business,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2021-09-08,Active
2133,Customer 2133,Mid-Market,Education,6,Kuwait,Kuwait,Kuwait City,2022-10-09,Active
2134,Customer 2134,Small Business,Government,3,Saudi Central,Saudi Arabia,Riyadh,2023-11-10,Active
2135,Customer 2135,Enterprise,Education,2,UAE South,UAE,Abu Dhabi,2024-12-11,Dormant
2136,Customer 2136,Consumer,Education,6,Kuwait,Kuwait,Kuwait City,2017-01-12,Dormant
2137,Customer 2137,Consumer,Technology,5,Qatar,Qatar,Doha,2018-02-13,Active
2138,Customer 2138,Consumer,Construction,9,India West,India,Mumbai,2019-03-14,Active
2139,Customer 2139,Mid-Market,Financial Services,1,UAE North,UAE,Dubai,2020-04-15,Dormant
2140,Customer 2140,Enterprise,Healthcare,5,Qatar,Qatar,Doha,2021-05-16,Active
2141,Customer 2141,Consumer,Education,5,Qatar,Qatar,Doha,2022-06-17,Active
2142,Customer 2142,Consumer,Healthcare,6,Kuwait,Kuwait,Kuwait City,2023-07-18,Active
2143,Customer 2143,Small Business,Government,4,Saudi West,Saudi Arabia,Jeddah,2024-08-19,Active
2144,Customer 2144,Small Business,Retail,1,UAE North,UAE,Dubai,2017-09-20,Active
2145,Customer 2145,Small Business,Technology,5,Qatar,Qatar,Doha,2018-10-21,Active
2146,Customer 2146,Mid-Market,Financial Services,1,UAE North,UAE,Dubai,2019-11-22,Dormant
2147,Customer 2147,Consumer,Financial Services,1,UAE North,UAE,Dubai,2020-12-23,Dormant
2148,Customer 2148,Mid-Market,Financial Services,1,UAE North,UAE,Dubai,2021-01-24,Active
2149,Customer 2149,Small Business,Technology,7,Bahrain,Bahrain,Manama,2022-02-25,Active
2150,Customer 2150,Consumer,Retail,9,India West,India,Mumbai,2023-03-01,Active
2151,Customer 2151,Consumer,Education,5,Qatar,Qatar,Doha,2024-04-02,Active
2152,Customer 2152,Consumer,Financial Services,6,Kuwait,Kuwait,Kuwait City,2017-05-03,Dormant
2153,Customer 2153,Consumer,Financial Services,1,UAE North,UAE,Dubai,2018-06-04,Active
2154,Customer 2154,Small Business,Technology,9,India West,India,Mumbai,2019-07-05,Active
2155,Customer 2155,Small Business,Education,7,Bahrain,Bahrain,Manama,2020-08-06,Active
2156,Customer 2156,Mid-Market,Technology,1,UAE North,UAE,Dubai,2021-09-07,Active
2157,Customer 2157,Consumer,Technology,4,Saudi West,Saudi Arabia,Jeddah,2022-10-08,Active
2158,Customer 2158,Small Business,Technology,10,India South,India,Bengaluru,2023-11-09,Active
2159,Customer 2159,Small Business,Retail,5,Qatar,Qatar,Doha,2024-12-10,Active
2160,Customer 2160,Small Business,Construction,5,Qatar,Qatar,Doha,2017-01-11,Active
2161,Customer 2161,Small Business,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2018-02-12,Dormant
2162,Customer 2162,Small Business,Construction,1,UAE North,UAE,Dubai,2019-03-13,Dormant
2163,Customer 2163,Mid-Market,Retail,9,India West,India,Mumbai,2020-04-14,Active
2164,Customer 2164,Consumer,Construction,5,Qatar,Qatar,Doha,2021-05-15,Active
2165,Customer 2165,Mid-Market,Technology,8,Oman,Oman,Muscat,2022-06-16,Active
2166,Customer 2166,Mid-Market,Healthcare,8,Oman,Oman,Muscat,2023-07-17,Active
2167,Customer 2167,Small Business,Education,10,India South,India,Bengaluru,2024-08-18,Active
2168,Customer 2168,Mid-Market,Government,1,UAE North,UAE,Dubai,2017-09-19,Active
2169,Customer 2169,Small Business,Education,1,UAE North,UAE,Dubai,2018-10-20,Active
2170,Customer 2170,Consumer,Retail,5,Qatar,Qatar,Doha,2019-11-21,Active
2171,Customer 2171,Consumer,Education,9,India West,India,Mumbai,2020-12-22,Active
2172,Customer 2172,Enterprise,Government,2,UAE South,UAE,Abu Dhabi,2021-01-23,Active
2173,Customer 2173,Enterprise,Education,9,India West,India,Mumbai,2022-02-24,Active
2174,Customer 2174,Small Business,Financial Services,10,India South,India,Bengaluru,2023-03-25,Active
2175,Customer 2175,Consumer,Healthcare,7,Bahrain,Bahrain,Manama,2024-04-01,Active
2176,Customer 2176,Small Business,Construction,6,Kuwait,Kuwait,Kuwait City,2017-05-02,Active
2177,Customer 2177,Consumer,Construction,7,Bahrain,Bahrain,Manama,2018-06-03,Dormant
2178,Customer 2178,Small Business,Healthcare,5,Qatar,Qatar,Doha,2019-07-04,Active
2179,Customer 2179,Mid-Market,Healthcare,1,UAE North,UAE,Dubai,2020-08-05,Active
2180,Customer 2180,Small Business,Construction,2,UAE South,UAE,Abu Dhabi,2021-09-06,Active
2181,Customer 2181,Small Business,Retail,4,Saudi West,Saudi Arabia,Jeddah,2022-10-07,Active
2182,Customer 2182,Consumer,Hospitality,7,Bahrain,Bahrain,Manama,2023-11-08,Active
2183,Customer 2183,Small Business,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2024-12-09,Active
2184,Customer 2184,Consumer,Government,9,India West,India,Mumbai,2017-01-10,Dormant
2185,Customer 2185,Mid-Market,Technology,6,Kuwait,Kuwait,Kuwait City,2018-02-11,Active
2186,Customer 2186,Mid-Market,Construction,6,Kuwait,Kuwait,Kuwait City,2019-03-12,Active
2187,Customer 2187,Mid-Market,Hospitality,8,Oman,Oman,Muscat,2020-04-13,Active
2188,Customer 2188,Consumer,Financial Services,8,Oman,Oman,Muscat,2021-05-14,Active
2189,Customer 2189,Mid-Market,Hospitality,2,UAE South,UAE,Abu Dhabi,2022-06-15,Active
2190,Customer 2190,Small Business,Government,8,Oman,Oman,Muscat,2023-07-16,Dormant
2191,Customer 2191,Small Business,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2024-08-17,Active
2192,Customer 2192,Small Business,Healthcare,7,Bahrain,Bahrain,Manama,2017-09-18,Active
2193,Customer 2193,Mid-Market,Hospitality,5,Qatar,Qatar,Doha,2018-10-19,Active
2194,Customer 2194,Small Business,Healthcare,7,Bahrain,Bahrain,Manama,2019-11-20,Dormant
2195,Customer 2195,Consumer,Government,4,Saudi West,Saudi Arabia,Jeddah,2020-12-21,Active
2196,Customer 2196,Mid-Market,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2021-01-22,Dormant
2197,Customer 2197,Mid-Market,Retail,2,UAE South,UAE,Abu Dhabi,2022-02-23,Dormant
2198,Customer 2198,Small Business,Hospitality,1,UAE North,UAE,Dubai,2023-03-24,Active
2199,Customer 2199,Consumer,Financial Services,9,India West,India,Mumbai,2024-04-25,Dormant
2200,Customer 2200,Mid-Market,Education,6,Kuwait,Kuwait,Kuwait City,2017-05-01,Active
2201,Customer 2201,Mid-Market,Construction,2,UAE South,UAE,Abu Dhabi,2018-06-02,Active
2202,Customer 2202,Enterprise,Construction,1,UAE North,UAE,Dubai,2019-07-03,Dormant
2203,Customer 2203,Small Business,Financial Services,7,Bahrain,Bahrain,Manama,2020-08-04,Active
2204,Customer 2204,Consumer,Healthcare,8,Oman,Oman,Muscat,2021-09-05,Active
2205,Customer 2205,Consumer,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2022-10-06,Dormant
2206,Customer 2206,Mid-Market,Healthcare,7,Bahrain,Bahrain,Manama,2023-11-07,Active
2207,Customer 2207,Mid-Market,Government,2,UAE South,UAE,Abu Dhabi,2024-12-08,Active
2208,Customer 2208,Small Business,Financial Services,1,UAE North,UAE,Dubai,2017-01-09,Active
2209,Customer 2209,Small Business,Healthcare,6,Kuwait,Kuwait,Kuwait City,2018-02-10,Active
2210,Customer 2210,Consumer,Education,1,UAE North,UAE,Dubai,2019-03-11,Dormant
2211,Customer 2211,Mid-Market,Construction,9,India West,India,Mumbai,2020-04-12,Active
2212,Customer 2212,Mid-Market,Hospitality,6,Kuwait,Kuwait,Kuwait City,2021-05-13,Active
2213,Customer 2213,Small Business,Education,5,Qatar,Qatar,Doha,2022-06-14,Active
2214,Customer 2214,Consumer,Technology,5,Qatar,Qatar,Doha,2023-07-15,Active
2215,Customer 2215,Small Business,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2024-08-16,Active
2216,Customer 2216,Small Business,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2017-09-17,Active
2217,Customer 2217,Consumer,Education,10,India South,India,Bengaluru,2018-10-18,Active
2218,Customer 2218,Consumer,Retail,8,Oman,Oman,Muscat,2019-11-19,Active
2219,Customer 2219,Mid-Market,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2020-12-20,Dormant
2220,Customer 2220,Mid-Market,Government,9,India West,India,Mumbai,2021-01-21,Active
2221,Customer 2221,Consumer,Hospitality,2,UAE South,UAE,Abu Dhabi,2022-02-22,Dormant
2222,Customer 2222,Small Business,Hospitality,7,Bahrain,Bahrain,Manama,2023-03-23,Active
2223,Customer 2223,Consumer,Hospitality,5,Qatar,Qatar,Doha,2024-04-24,Active
2224,Customer 2224,Consumer,Education,2,UAE South,UAE,Abu Dhabi,2017-05-25,Active
2225,Customer 2225,Mid-Market,Construction,6,Kuwait,Kuwait,Kuwait City,2018-06-01,Active
2226,Customer 2226,Small Business,Hospitality,8,Oman,Oman,Muscat,2019-07-02,Active
2227,Customer 2227,Small Business,Construction,1,UAE North,UAE,Dubai,2020-08-03,Active
2228,Customer 2228,Small Business,Retail,9,India West,India,Mumbai,2021-09-04,Active
2229,Customer 2229,Mid-Market,Financial Services,4,Saudi West,Saudi Arabia,Jeddah,2022-10-05,Active
2230,Customer 2230,Mid-Market,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2023-11-06,Dormant
2231,Customer 2231,Consumer,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2024-12-07,Active
2232,Customer 2232,Small Business,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2017-01-08,Active
2233,Customer 2233,Small Business,Government,1,UAE North,UAE,Dubai,2018-02-09,Active
2234,Customer 2234,Enterprise,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2019-03-10,Dormant
2235,Customer 2235,Mid-Market,Construction,10,India South,India,Bengaluru,2020-04-11,Dormant
2236,Customer 2236,Small Business,Healthcare,9,India West,India,Mumbai,2021-05-12,Active
2237,Customer 2237,Consumer,Government,4,Saudi West,Saudi Arabia,Jeddah,2022-06-13,Dormant
2238,Customer 2238,Small Business,Government,7,Bahrain,Bahrain,Manama,2023-07-14,Active
2239,Customer 2239,Mid-Market,Technology,2,UAE South,UAE,Abu Dhabi,2024-08-15,Dormant
2240,Customer 2240,Mid-Market,Financial Services,8,Oman,Oman,Muscat,2017-09-16,Active
2241,Customer 2241,Small Business,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2018-10-17,Active
2242,Customer 2242,Small Business,Healthcare,6,Kuwait,Kuwait,Kuwait City,2019-11-18,Dormant
2243,Customer 2243,Small Business,Education,8,Oman,Oman,Muscat,2020-12-19,Active
2244,Customer 2244,Mid-Market,Education,5,Qatar,Qatar,Doha,2021-01-20,Dormant
2245,Customer 2245,Small Business,Construction,1,UAE North,UAE,Dubai,2022-02-21,Active
2246,Customer 2246,Small Business,Government,6,Kuwait,Kuwait,Kuwait City,2023-03-22,Dormant
2247,Customer 2247,Mid-Market,Retail,7,Bahrain,Bahrain,Manama,2024-04-23,Active
2248,Customer 2248,Consumer,Construction,8,Oman,Oman,Muscat,2017-05-24,Active
2249,Customer 2249,Small Business,Education,5,Qatar,Qatar,Doha,2018-06-25,Active
2250,Customer 2250,Mid-Market,Hospitality,9,India West,India,Mumbai,2019-07-01,Active
2251,Customer 2251,Small Business,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2020-08-02,Active
2252,Customer 2252,Enterprise,Construction,7,Bahrain,Bahrain,Manama,2021-09-03,Active
2253,Customer 2253,Enterprise,Retail,9,India West,India,Mumbai,2022-10-04,Active
2254,Customer 2254,Small Business,Healthcare,6,Kuwait,Kuwait,Kuwait City,2023-11-05,Dormant
2255,Customer 2255,Mid-Market,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2024-12-06,Active
2256,Customer 2256,Small Business,Education,6,Kuwait,Kuwait,Kuwait City,2017-01-07,Active
2257,Customer 2257,Consumer,Hospitality,1,UAE North,UAE,Dubai,2018-02-08,Dormant
2258,Customer 2258,Enterprise,Technology,8,Oman,Oman,Muscat,2019-03-09,Active
2259,Customer 2259,Mid-Market,Education,1,UAE North,UAE,Dubai,2020-04-10,Active
2260,Customer 2260,Consumer,Financial Services,5,Qatar,Qatar,Doha,2021-05-11,Dormant
2261,Customer 2261,Consumer,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2022-06-12,Active
2262,Customer 2262,Enterprise,Financial Services,2,UAE South,UAE,Abu Dhabi,2023-07-13,Active
2263,Customer 2263,Consumer,Healthcare,1,UAE North,UAE,Dubai,2024-08-14,Active
2264,Customer 2264,Consumer,Education,10,India South,India,Bengaluru,2017-09-15,Active
2265,Customer 2265,Small Business,Retail,6,Kuwait,Kuwait,Kuwait City,2018-10-16,Active
2266,Customer 2266,Small Business,Hospitality,5,Qatar,Qatar,Doha,2019-11-17,Active
2267,Customer 2267,Small Business,Technology,10,India South,India,Bengaluru,2020-12-18,Dormant
2268,Customer 2268,Mid-Market,Financial Services,2,UAE South,UAE,Abu Dhabi,2021-01-19,Active
2269,Customer 2269,Mid-Market,Education,8,Oman,Oman,Muscat,2022-02-20,Dormant
2270,Customer 2270,Consumer,Financial Services,1,UAE North,UAE,Dubai,2023-03-21,Active
2271,Customer 2271,Consumer,Government,9,India West,India,Mumbai,2024-04-22,Active
2272,Customer 2272,Consumer,Financial Services,10,India South,India,Bengaluru,2017-05-23,Active
2273,Customer 2273,Mid-Market,Hospitality,8,Oman,Oman,Muscat,2018-06-24,Active
2274,Customer 2274,Mid-Market,Hospitality,6,Kuwait,Kuwait,Kuwait City,2019-07-25,Active
2275,Customer 2275,Mid-Market,Government,9,India West,India,Mumbai,2020-08-01,Active
2276,Customer 2276,Mid-Market,Government,2,UAE South,UAE,Abu Dhabi,2021-09-02,Active
2277,Customer 2277,Consumer,Technology,1,UAE North,UAE,Dubai,2022-10-03,Dormant
2278,Customer 2278,Consumer,Healthcare,5,Qatar,Qatar,Doha,2023-11-04,Active
2279,Customer 2279,Small Business,Financial Services,6,Kuwait,Kuwait,Kuwait City,2024-12-05,Active
2280,Customer 2280,Small Business,Government,5,Qatar,Qatar,Doha,2017-01-06,Dormant
2281,Customer 2281,Consumer,Education,6,Kuwait,Kuwait,Kuwait City,2018-02-07,Active
2282,Customer 2282,Consumer,Hospitality,8,Oman,Oman,Muscat,2019-03-08,Active
2283,Customer 2283,Small Business,Financial Services,7,Bahrain,Bahrain,Manama,2020-04-09,Active
2284,Customer 2284,Mid-Market,Hospitality,1,UAE North,UAE,Dubai,2021-05-10,Active
2285,Customer 2285,Small Business,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2022-06-11,Active
2286,Customer 2286,Small Business,Government,7,Bahrain,Bahrain,Manama,2023-07-12,Active
2287,Customer 2287,Small Business,Retail,9,India West,India,Mumbai,2024-08-13,Active
2288,Customer 2288,Small Business,Technology,2,UAE South,UAE,Abu Dhabi,2017-09-14,Active
2289,Customer 2289,Mid-Market,Construction,9,India West,India,Mumbai,2018-10-15,Active
2290,Customer 2290,Mid-Market,Education,3,Saudi Central,Saudi Arabia,Riyadh,2019-11-16,Active
2291,Customer 2291,Small Business,Government,9,India West,India,Mumbai,2020-12-17,Dormant
2292,Customer 2292,Consumer,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2021-01-18,Active
2293,Customer 2293,Consumer,Government,9,India West,India,Mumbai,2022-02-19,Active
2294,Customer 2294,Small Business,Healthcare,6,Kuwait,Kuwait,Kuwait City,2023-03-20,Dormant
2295,Customer 2295,Consumer,Retail,2,UAE South,UAE,Abu Dhabi,2024-04-21,Active
2296,Customer 2296,Mid-Market,Hospitality,4,Saudi West,Saudi Arabia,Jeddah,2017-05-22,Dormant
2297,Customer 2297,Enterprise,Government,6,Kuwait,Kuwait,Kuwait City,2018-06-23,Active
2298,Customer 2298,Mid-Market,Education,2,UAE South,UAE,Abu Dhabi,2019-07-24,Active
2299,Customer 2299,Consumer,Technology,1,UAE North,UAE,Dubai,2020-08-25,Active
2300,Customer 2300,Small Business,Technology,7,Bahrain,Bahrain,Manama,2021-09-01,Active
2301,Customer 2301,Consumer,Technology,10,India South,India,Bengaluru,2022-10-02,Active
2302,Customer 2302,Small Business,Hospitality,2,UAE South,UAE,Abu Dhabi,2023-11-03,Active
2303,Customer 2303,Mid-Market,Hospitality,5,Qatar,Qatar,Doha,2024-12-04,Active
2304,Customer 2304,Small Business,Financial Services,9,India West,India,Mumbai,2017-01-05,Active
2305,Customer 2305,Consumer,Technology,10,India South,India,Bengaluru,2018-02-06,Dormant
2306,Customer 2306,Mid-Market,Education,4,Saudi West,Saudi Arabia,Jeddah,2019-03-07,Active
2307,Customer 2307,Consumer,Healthcare,2,UAE South,UAE,Abu Dhabi,2020-04-08,Active
2308,Customer 2308,Small Business,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2021-05-09,Active
2309,Customer 2309,Consumer,Retail,2,UAE South,UAE,Abu Dhabi,2022-06-10,Active
2310,Customer 2310,Consumer,Financial Services,9,India West,India,Mumbai,2023-07-11,Dormant
2311,Customer 2311,Mid-Market,Hospitality,6,Kuwait,Kuwait,Kuwait City,2024-08-12,Active
2312,Customer 2312,Small Business,Financial Services,9,India West,India,Mumbai,2017-09-13,Dormant
2313,Customer 2313,Mid-Market,Construction,6,Kuwait,Kuwait,Kuwait City,2018-10-14,Active
2314,Customer 2314,Consumer,Healthcare,10,India South,India,Bengaluru,2019-11-15,Active
2315,Customer 2315,Consumer,Government,3,Saudi Central,Saudi Arabia,Riyadh,2020-12-16,Dormant
2316,Customer 2316,Small Business,Financial Services,5,Qatar,Qatar,Doha,2021-01-17,Active
2317,Customer 2317,Enterprise,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2022-02-18,Dormant
2318,Customer 2318,Consumer,Education,6,Kuwait,Kuwait,Kuwait City,2023-03-19,Active
2319,Customer 2319,Small Business,Retail,7,Bahrain,Bahrain,Manama,2024-04-20,Active
2320,Customer 2320,Mid-Market,Education,8,Oman,Oman,Muscat,2017-05-21,Active
2321,Customer 2321,Mid-Market,Hospitality,10,India South,India,Bengaluru,2018-06-22,Active
2322,Customer 2322,Small Business,Retail,5,Qatar,Qatar,Doha,2019-07-23,Active
2323,Customer 2323,Small Business,Government,1,UAE North,UAE,Dubai,2020-08-24,Dormant
2324,Customer 2324,Consumer,Technology,1,UAE North,UAE,Dubai,2021-09-25,Active
2325,Customer 2325,Consumer,Retail,1,UAE North,UAE,Dubai,2022-10-01,Dormant
2326,Customer 2326,Small Business,Government,10,India South,India,Bengaluru,2023-11-02,Active
2327,Customer 2327,Consumer,Hospitality,8,Oman,Oman,Muscat,2024-12-03,Active
2328,Customer 2328,Enterprise,Healthcare,6,Kuwait,Kuwait,Kuwait City,2017-01-04,Active
2329,Customer 2329,Enterprise,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2018-02-05,Active
2330,Customer 2330,Small Business,Retail,8,Oman,Oman,Muscat,2019-03-06,Active
2331,Customer 2331,Consumer,Technology,2,UAE South,UAE,Abu Dhabi,2020-04-07,Active
2332,Customer 2332,Consumer,Construction,10,India South,India,Bengaluru,2021-05-08,Active
2333,Customer 2333,Consumer,Construction,3,Saudi Central,Saudi Arabia,Riyadh,2022-06-09,Active
2334,Customer 2334,Small Business,Retail,7,Bahrain,Bahrain,Manama,2023-07-10,Active
2335,Customer 2335,Consumer,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2024-08-11,Active
2336,Customer 2336,Mid-Market,Retail,2,UAE South,UAE,Abu Dhabi,2017-09-12,Active
2337,Customer 2337,Mid-Market,Financial Services,10,India South,India,Bengaluru,2018-10-13,Active
2338,Customer 2338,Mid-Market,Construction,1,UAE North,UAE,Dubai,2019-11-14,Active
2339,Customer 2339,Small Business,Hospitality,6,Kuwait,Kuwait,Kuwait City,2020-12-15,Dormant
2340,Customer 2340,Enterprise,Hospitality,2,UAE South,UAE,Abu Dhabi,2021-01-16,Active
2341,Customer 2341,Mid-Market,Retail,2,UAE South,UAE,Abu Dhabi,2022-02-17,Active
2342,Customer 2342,Mid-Market,Construction,1,UAE North,UAE,Dubai,2023-03-18,Dormant
2343,Customer 2343,Consumer,Education,2,UAE South,UAE,Abu Dhabi,2024-04-19,Active
2344,Customer 2344,Consumer,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2017-05-20,Active
2345,Customer 2345,Small Business,Technology,1,UAE North,UAE,Dubai,2018-06-21,Active
2346,Customer 2346,Mid-Market,Construction,5,Qatar,Qatar,Doha,2019-07-22,Dormant
2347,Customer 2347,Consumer,Technology,4,Saudi West,Saudi Arabia,Jeddah,2020-08-23,Active
2348,Customer 2348,Consumer,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2021-09-24,Dormant
2349,Customer 2349,Enterprise,Construction,5,Qatar,Qatar,Doha,2022-10-25,Active
2350,Customer 2350,Consumer,Government,6,Kuwait,Kuwait,Kuwait City,2023-11-01,Active
2351,Customer 2351,Consumer,Financial Services,1,UAE North,UAE,Dubai,2024-12-02,Active
2352,Customer 2352,Small Business,Financial Services,9,India West,India,Mumbai,2017-01-03,Active
2353,Customer 2353,Mid-Market,Technology,5,Qatar,Qatar,Doha,2018-02-04,Active
2354,Customer 2354,Consumer,Technology,9,India West,India,Mumbai,2019-03-05,Active
2355,Customer 2355,Mid-Market,Hospitality,8,Oman,Oman,Muscat,2020-04-06,Active
2356,Customer 2356,Mid-Market,Construction,8,Oman,Oman,Muscat,2021-05-07,Active
2357,Customer 2357,Small Business,Retail,10,India South,India,Bengaluru,2022-06-08,Active
2358,Customer 2358,Small Business,Retail,2,UAE South,UAE,Abu Dhabi,2023-07-09,Active
2359,Customer 2359,Small Business,Construction,7,Bahrain,Bahrain,Manama,2024-08-10,Active
2360,Customer 2360,Consumer,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2017-09-11,Active
2361,Customer 2361,Small Business,Retail,8,Oman,Oman,Muscat,2018-10-12,Dormant
2362,Customer 2362,Small Business,Financial Services,10,India South,India,Bengaluru,2019-11-13,Dormant
2363,Customer 2363,Consumer,Technology,8,Oman,Oman,Muscat,2020-12-14,Active
2364,Customer 2364,Mid-Market,Financial Services,10,India South,India,Bengaluru,2021-01-15,Active
2365,Customer 2365,Consumer,Education,1,UAE North,UAE,Dubai,2022-02-16,Active
2366,Customer 2366,Small Business,Technology,7,Bahrain,Bahrain,Manama,2023-03-17,Dormant
2367,Customer 2367,Enterprise,Healthcare,10,India South,India,Bengaluru,2024-04-18,Active
2368,Customer 2368,Consumer,Education,10,India South,India,Bengaluru,2017-05-19,Active
2369,Customer 2369,Small Business,Retail,3,Saudi Central,Saudi Arabia,Riyadh,2018-06-20,Active
2370,Customer 2370,Consumer,Healthcare,5,Qatar,Qatar,Doha,2019-07-21,Active
2371,Customer 2371,Small Business,Government,8,Oman,Oman,Muscat,2020-08-22,Active
2372,Customer 2372,Mid-Market,Healthcare,3,Saudi Central,Saudi Arabia,Riyadh,2021-09-23,Active
2373,Customer 2373,Enterprise,Education,5,Qatar,Qatar,Doha,2022-10-24,Active
2374,Customer 2374,Enterprise,Education,7,Bahrain,Bahrain,Manama,2023-11-25,Active
2375,Customer 2375,Consumer,Construction,9,India West,India,Mumbai,2024-12-01,Active
2376,Customer 2376,Mid-Market,Hospitality,8,Oman,Oman,Muscat,2017-01-02,Dormant
2377,Customer 2377,Small Business,Education,9,India West,India,Mumbai,2018-02-03,Dormant
2378,Customer 2378,Consumer,Education,7,Bahrain,Bahrain,Manama,2019-03-04,Active
2379,Customer 2379,Mid-Market,Healthcare,7,Bahrain,Bahrain,Manama,2020-04-05,Dormant
2380,Customer 2380,Consumer,Financial Services,6,Kuwait,Kuwait,Kuwait City,2021-05-06,Dormant
2381,Customer 2381,Enterprise,Government,9,India West,India,Mumbai,2022-06-07,Active
2382,Customer 2382,Consumer,Healthcare,4,Saudi West,Saudi Arabia,Jeddah,2023-07-08,Active
2383,Customer 2383,Mid-Market,Retail,6,Kuwait,Kuwait,Kuwait City,2024-08-09,Dormant
2384,Customer 2384,Small Business,Healthcare,2,UAE South,UAE,Abu Dhabi,2017-09-10,Dormant
2385,Customer 2385,Enterprise,Technology,4,Saudi West,Saudi Arabia,Jeddah,2018-10-11,Dormant
2386,Customer 2386,Mid-Market,Healthcare,2,UAE South,UAE,Abu Dhabi,2019-11-12,Dormant
2387,Customer 2387,Mid-Market,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2020-12-13,Dormant
2388,Customer 2388,Mid-Market,Financial Services,1,UAE North,UAE,Dubai,2021-01-14,Active
2389,Customer 2389,Small Business,Hospitality,3,Saudi Central,Saudi Arabia,Riyadh,2022-02-15,Dormant
2390,Customer 2390,Mid-Market,Hospitality,2,UAE South,UAE,Abu Dhabi,2023-03-16,Dormant
2391,Customer 2391,Mid-Market,Healthcare,1,UAE North,UAE,Dubai,2024-04-17,Dormant
2392,Customer 2392,Enterprise,Financial Services,8,Oman,Oman,Muscat,2017-05-18,Dormant
2393,Customer 2393,Mid-Market,Technology,1,UAE North,UAE,Dubai,2018-06-19,Active
2394,Customer 2394,Consumer,Government,10,India South,India,Bengaluru,2019-07-20,Active
2395,Customer 2395,Consumer,Construction,8,Oman,Oman,Muscat,2020-08-21,Active
2396,Customer 2396,Consumer,Financial Services,3,Saudi Central,Saudi Arabia,Riyadh,2021-09-22,Active
2397,Customer 2397,Enterprise,Technology,3,Saudi Central,Saudi Arabia,Riyadh,2022-10-23,Active
2398,Customer 2398,Consumer,Government,9,India West,India,Mumbai,2023-11-24,Dormant
2399,Customer 2399,Small Business,Retail,1,UAE North,UAE,Dubai,2024-12-25,Active
2400,Customer 2400,Small Business,Retail,8,Oman,Oman,Muscat,2017-01-01,Active
2401,Customer 2401,Small Business,Technology,5,Qatar,Qatar,Doha,2018-02-02,Active
2402,Customer 2402,Mid-Market,Technology,9,India West,India,Mumbai,2019-03-03,Active
2403,Customer 2403,Enterprise,Construction,7,Bahrain,Bahrain,Manama,2020-04-04,Active
